---------------------------------------------------------------------------
Command:
Input graph folder: ../../dataset/soc-Epinions1/for_demo/
Input query file: ../../dataset/soc-Epinions1/for_demo/hot2hot_pairs.bin
Input result folder: ./
Input method: IDX_DFS
Input length constraint: 7
Input per query time limit: 120 seconds
Input target number of results: 18446744073709551615
---------------------------------------------------------------------------
num of queries: 1000ID 0, src 5003, dst 4183, status Complete, result count 3166261119, preprocessing time 0.025108 seconds, query time 61.269906 seconds,
ID 237, src 7317, dst 589, status Complete, result count 278201823, preprocessing time 0.018375 seconds, query time 6.346910 seconds,
ID 238, src 8154, dst 6653, status Complete, result count 1972176341, preprocessing time 0.020273 seconds, query time 15.927210 seconds,
ID 239, src 3082, dst 10997, status Complete, result count 479598301, preprocessing time 0.018776 seconds, query time 11.971292 seconds,
ID 240, src 17836, dst 7484, status Complete, result count 2222410470, preprocessing time 0.021228 seconds, query time 26.120571 seconds,
ID 241, src 7395, dst 8867, status Complete, result count 499869151, preprocessing time 0.021041 seconds, query time 12.048398 seconds,
ID 242, src 4757, dst 5834, status Complete, result count 182145860, preprocessing time 0.016435 seconds, query time 4.476648 seconds,
ID 243, src 25906, dst 5863, status Complete, result count 34080301, preprocessing time 0.014369 seconds, query time 0.843359 seconds,
ID 244, src 1417, dst 1177, status Complete, result count 3364442796, preprocessing time 0.018899 seconds, query time 19.648844 seconds,
ID 245, src 1094, dst 5951, status Complete, result count 3785241181, preprocessing time 0.021549 seconds, query time 69.220511 seconds,
ID 246, src 3144, dst 12981, status Complete, result count 242576752, preprocessing time 0.016751 seconds, query time 5.973969 seconds,
ID 247, src 27718, dst 2625, status Complete, result count 68967637, preprocessing time 0.016073 seconds, query time 1.582948 seconds,
ID 248, src 24083, dst 2301, status Complete, result count 61096257, preprocessing time 0.014799 seconds, query time 1.134145 seconds,
ID 249, src 41091, dst 19806, status Complete, result count 364897, preprocessing time 0.011797 seconds, query time 0.025435 seconds,
ID 250, src 6616, dst 10541, status Complete, result count 205678749, preprocessing time 0.017670 seconds, query time 5.573668 seconds,
ID 251, src 1007, dst 19583, status Complete, result count 64436385, preprocessing time 0.015507 seconds, query time 2.339716 seconds,
ID 252, src 5658, dst 1530, status Complete, result count 160459454, preprocessing time 0.015646 seconds, query time 3.096601 seconds,
ID 253, src 22003, dst 26387, status Complete, result count 44897354, preprocessing time 0.016126 seconds, query time 1.230873 seconds,
ID 254, src 21668, dst 19322, status Complete, result count 12963422, preprocessing time 0.013914 seconds, query time 0.362307 seconds,
ID 255, src 1143, dst 10002, status Complete, result count 13678482676, preprocessing time 0.019583 seconds, query time 199.186661 seconds,
ID 256, src 14490, dst 2062, status Complete, result count 515963588, preprocessing time 0.021036 seconds, query time 3.327369 seconds,
ID 257, src 1645, dst 10478, status Complete, result count 1999688670, preprocessing time 0.019128 seconds, query time 45.168705 seconds,
ID 258, src 2043, dst 399, status Complete, result count 37641639559, preprocessing time 0.020784 seconds, query time 603.171190 seconds,
ID 259, src 31280, dst 996, status Complete, result count 3739957982, preprocessing time 0.021944 seconds, query time 26.348910 seconds,
ID 260, src 8334, dst 451, status Complete, result count 5056475421, preprocessing time 0.022508 seconds, query time 56.854818 seconds,
ID 261, src 7406, dst 12302, status Complete, result count 70018358, preprocessing time 0.017024 seconds, query time 1.802985 seconds,
ID 262, src 18888, dst 1218, status Complete, result count 5204609290, preprocessing time 0.022581 seconds, query time 54.260004 seconds,
ID 263, src 7439, dst 18472, status Complete, result count 41202800, preprocessing time 0.014382 seconds, query time 1.261965 seconds,
ID 264, src 12720, dst 9306, status Complete, result count 832391109, preprocessing time 0.019150 seconds, query time 19.251348 seconds,
ID 265, src 7179, dst 19740, status Complete, result count 191119172, preprocessing time 0.018304 seconds, query time 2.894125 seconds,
ID 266, src 2871, dst 16898, status Complete, result count 166812661, preprocessing time 0.015486 seconds, query time 4.837050 seconds,
ID 267, src 10997, dst 5982, status Complete, result count 393448319, preprocessing time 0.018185 seconds, query time 8.236476 seconds,
ID 268, src 3185, dst 2061, status Complete, result count 11865481893, preprocessing time 0.020808 seconds, query time 137.680840 seconds,
ID 269, src 748, dst 13123, status Complete, result count 3900924484, preprocessing time 0.022758 seconds, query time 75.739282 seconds,
ID 270, src 15755, dst 3089, status Complete, result count 161488674, preprocessing time 0.020575 seconds, query time 3.852132 seconds,
ID 271, src 9284, dst 944, status Complete, result count 1285944844, preprocessing time 0.018581 seconds, query time 20.860816 seconds,
ID 272, src 7522, dst 71384, status Complete, result count 446296751, preprocessing time 0.020266 seconds, query time 10.167917 seconds,
ID 273, src 12936, dst 11828, status Complete, result count 460428229, preprocessing time 0.016085 seconds, query time 8.821940 seconds,
ID 274, src 2119, dst 6039, status Complete, result count 620697619, preprocessing time 0.018150 seconds, query time 15.368735 seconds,
ID 275, src 5932, dst 668, status Complete, result count 685412878, preprocessing time 0.016611 seconds, query time 15.535452 seconds,
ID 276, src 19157, dst 2096, status Complete, result count 81224991, preprocessing time 0.015875 seconds, query time 1.622469 seconds,
ID 277, src 1231, dst 6515, status Complete, result count 70627431, preprocessing time 0.014905 seconds, query time 1.740568 seconds,
ID 278, src 1378, dst 4067, status Complete, result count 11490767109, preprocessing time 0.020821 seconds, query time 179.979117 seconds,
ID 279, src 32870, dst 2556, status Complete, result count 232777499, preprocessing time 0.018158 seconds, query time 3.677607 seconds,
ID 280, src 111, dst 1230, status Complete, result count 1646610179, preprocessing time 0.016727 seconds, query time 35.346344 seconds,
ID 281, src 4540, dst 4511, status Complete, result count 1028577725, preprocessing time 0.019694 seconds, query time 23.080560 seconds,
ID 282, src 4095, dst 4972, status Complete, result count 473605650, preprocessing time 0.018662 seconds, query time 11.518360 seconds,
ID 283, src 83, dst 8715, status Complete, result count 1494078596, preprocessing time 0.018436 seconds, query time 36.256238 seconds,
ID 284, src 1509, dst 1581, status Complete, result count 13642906188, preprocessing time 0.020971 seconds, query time 205.145146 seconds,
ID 285, src 8703, dst 467, status Complete, result count 2430975, preprocessing time 0.013831 seconds, query time 0.118169 seconds,
ID 286, src 13590, dst 19232, status Complete, result count 125043420, preprocessing time 0.015377 seconds, query time 3.260933 seconds,
ID 287, src 32066, dst 10606, status Complete, result count 181415531, preprocessing time 0.017844 seconds, query time 3.726152 seconds,
ID 288, src 1975, dst 1661, status Complete, result count 8256382793, preprocessing time 0.018983 seconds, query time 192.130386 seconds,
ID 289, src 1471, dst 1863, status Complete, result count 5917225320, preprocessing time 0.020596 seconds, query time 128.685585 seconds,
ID 290, src 3005, dst 27986, status Complete, result count 37437963, preprocessing time 0.017202 seconds, query time 1.158434 seconds,
ID 291, src 34220, dst 11094, status Complete, result count 155163428, preprocessing time 0.016664 seconds, query time 3.718548 seconds,
ID 292, src 4035, dst 18939, status Complete, result count 738906675, preprocessing time 0.020006 seconds, query time 17.914679 seconds,
ID 293, src 3277, dst 2675, status Complete, result count 14676531475, preprocessing time 0.020065 seconds, query time 244.584847 seconds,
ID 294, src 4451, dst 19366, status Complete, result count 68269131, preprocessing time 0.018446 seconds, query time 1.951380 seconds,
ID 295, src 978, dst 2949, status Complete, result count 6354283670, preprocessing time 0.019013 seconds, query time 114.854848 seconds,
ID 296, src 19830, dst 9071, status Complete, result count 331508330, preprocessing time 0.018657 seconds, query time 7.051659 seconds,
ID 297, src 1204, dst 7572, status Complete, result count 177566160, preprocessing time 0.014935 seconds, query time 4.986577 seconds,
ID 298, src 21995, dst 557, status Complete, result count 175541794, preprocessing time 0.017533 seconds, query time 1.619595 seconds,
ID 299, src 7310, dst 4451, status Complete, result count 649436054, preprocessing time 0.019430 seconds, query time 11.977753 seconds,
ID 300, src 4114, dst 792, status Complete, result count 10141128983, preprocessing time 0.019057 seconds, query time 100.419796 seconds,
ID 301, src 8164, dst 7286, s
